Country Name,Country Code,Series Name,Series Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],Most_Recent
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,493.99956826615,714.545330809646,830.58458794874,796.395874614942,957.780642936912,1133.4112594326,1222.91178284308,1342.54415618728,1688.87430401505,1975.16737539395,2300.37067483961,2400.36764372736,3113.48063451433,3634.27680451777,3687.95399645786,3620.66398109522,3491.59588685069,3570.29488811764
Indonesia,IDN,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.5,..,39.5
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.255306646259756,0.444415935985143,0.925563864466858,2.01861385948459,2.13413573295808,2.38701977959476,2.60028587633414,3.60202476259646,4.76481313366657,5.78627472934199,7.91747938492903,6.92,10.92,12.28,14.52,14.94,17.14,25.3663005863964
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.866,66.087,66.285,66.467,66.643,66.82,67.002,67.191,67.386,67.581,67.775,67.964,68.15,68.331,68.509,68.684,68.856,69.191
Indonesia,IDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,90.3847885131836,..,91.9822692871094,..,92.1922988891602,92.5817031860352,..,92.8119125366211,..,..,95.1162185668945,95.3769683837891
Indonesia,IDN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,44.7,42.8,41.1,39.4,37.8,36.3,36.1,33.5,32.2,31,29.8,28.6,27.5,26.5,25.5,24.6,23.7,22.2
Indonesia,IDN,"Population, total",SP.POP.TOTL,205715544,208612556,211540429,214506502,217508059,220545214,223614649,226712730,229838202,232989141,236159276,239340478,242524123,245707511,248883232,252032263,255131116,261115456
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,110276913362.508,113848450088.351,109591707802.216,126878750295.944,128626917503.72,153544751395.43,190043433964.841,226452138291.542,266298911661.144,349881601458.56,406070949553.875,414059094949.063,487069570463.768,583500357530.417,598853401276.104,467414852231.298,434474616831.914,418976679728.567
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,1725.75627755951,1749.82778276128,1657.16974761083,1890.99152595464,1892.03614332689,2231.34279555916,2729.83841563124,3215.65343287667,3738.68928376282,4857.36837125152,5574.41043617844,5619.11762112186,6531.9274296787,7729.34335288426,7832.90263547528,6036.1920879904,5540.98413566175,5219.1094080464
"Iran, Islamic Rep.",IRN,GINI index (World Bank estimate),SI.POV.GINI,44.1,..,..,..,..,..,..,43.6,44.8,..,..,42.1,..,..,..,37.4,38.8,38.8
"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0998152205281395,0.378569094530717,0.934190019959829,1.48422133163363,4.62617511492205,6.93372195304053,7.49,8.1,8.76,9.47,12.02,13.8,15.9,19,22.73,29.95,39.35,53.2267726333568
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.428,69.775,70.144,70.526,70.899,71.249,71.582,71.912,72.259,72.635,73.044,73.481,73.932,74.375,74.787,75.153,75.466,75.953
"Iran, Islamic Rep.",IRN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,77,..,..,82.4412002563477,82.3313217163086,..,82.9623031616211,..,..,..,83.6259918212891,84.6268005371094,84.7052383422852,84.7052383422852
"Iran, Islamic Rep.",IRN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,31.2,29.7,28.2,26.8,25.4,24,22.8,21.6,20.4,19.3,18.3,17.3,16.5,15.8,15.1,14.6,14,13
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,63900630,65062660,66131854,67096414,67983330,68812713,69617100,70421811,71227880,72031103,72845542,73687565,74567511,75491582,76453574,77435384,78411092,80277428
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,36627901762.063,49954890353.2609,65140293687.5395,88840050497.0957,131613661510.475,111660855042.735,138516722649.573,185749664444.444,218000986222.639,234648370497.427,234648370497.427,171489001692.047
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,1391.81692299578,1849.60391076699,2351.8124285881,3129.22492225095,4521.03247019802,3735.14483603071,4502.74904825726,5854.61449711212,6651.12241981136,6925.22404568487,6703.07473722928,4609.60069352322
Iraq,IRQ,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,28.6,..,..,..,..,..,29.5,..,..,29.5
Iraq,IRQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,0.1,0.5,0.6,0.9,0.9,0.95234424383919,0.93,1,1.06,2.5,5,7.1,9.2,13.21,21.23
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.122,69.183,69.169,69.081,68.932,68.742,68.537,68.35,68.217,68.156,68.177,68.283,68.465,68.702,68.963,69.219,69.458,69.862
Iraq,IRQ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,74.0522003173828,..,..,..,..,..,..,..,..,..,..,..,..,43.6832809448242,..,43.6832809448242
Iraq,IRQ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,37.3,36.6,36,35.4,34.8,34.3,33.7,33.2,32.6,32,31.4,30.8,30.2,29.5,28.9,28.2,27.4,25.9
Iraq,IRQ,"Population, total",SP.POP.TOTL,22190250,22878156,23565413,24251649,24939299,25627626,26316609,27008426,27697912,28390433,29111417,29894652,30762701,31727053,32776571,33883145,35006080,37202572
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,90082029830.6605,98691939590.88,99853528745.1631,109133515615.213,127945378411.444,164285114672.686,193870345294.264,211650759109.563,232085533684.607,269917518477.963,275020018163.176,236311338427.341,221951354761.532,239018536581.675,225571853194.348,239389340720.488,258099014042.117,304819018067.107
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,24263.2388514062,26284.3047755265,26241.514512914,28227.2779065394,32539.9549921308,41107.0315088264,47630.9253051189,50878.6381424144,54306.9127777101,61359.6447686656,61257.8957157287,52104.0351519645,48671.8882936068,52224.010209259,49177.4402595802,52060.4686695735,55899.1632511123,64175.4377241515
Ireland,IRL,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,32.9,33.6,33.7,32.7,31.9,30.9,32.7,32.3,32.9,33.2,33.5,31.9,31.9
Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,8.09601004337033,10.9338085895467,17.8504672405807,23.1388121904053,25.85,34.31,36.99,41.61,54.82,61.158324551,65.34,67.38,69.85,74.8899729670944,76.919992540097,78.2477,83.4917223351728,85.0111321151019
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.1804878048781,76.0829268292683,76.5365853658537,77.1341463414634,77.6341463414634,78.1390243902439,78.5390243902439,78.9439024390244,79.2414634146342,79.6414634146341,80.0951219512195,80.190243902439,80.7439024390244,80.7463414634146,80.8463414634146,81,81.3487804878049,81.6073170731707
Ireland,IRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.1,6.1,6,5.8,5.4,5,4.7,4.4,4.1,3.9,3.7,3.6,3.5,3.4,3.4,3.3,3.2,3
Ireland,IRL,"Population, total",SP.POP.TOTL,3712696,3754786,3805174,3866243,3931947,3996521,4070262,4159914,4273591,4398942,4489544,4535375,4560155,4576794,4586897,4598294,4617225,4749777
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1382548249.78303,1567465656.8505,1563667799.61578,1614595290.9182,1897606791.43353,2264911806.90354,2758117365.04863,2971167185.35511,3344402193.24608,5685988395.35814,5827468750,5487083657.89064,5920177688.50433,6142169524.11473,6433357030.0158,6754330154.76004,7428280401.5139,6792417112.29947
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,19366.1332088952,21784.8795982113,21551.7793590399,22059.7236162176,25688.4634010225,30366.0397509423,36608.4517732527,39033.7001150202,43482.3594306118,73153.3237531121,74203.131764586,69172.1860433739,73935.6789952084,76055.5420958002,79028.0449845933,82356.82336654,89941.6442851908,81672.0227049126
Isle of Man,IMN,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,77.9658536585366,..,..,..,..,..,..,..,..,..,..,..,..,77.9658536585366
Isle of Man,IMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Population, total",SP.POP.TOTL,71390,71952,72554,73192,73870,74587,75341,76118,76914,77727,78534,79325,80072,80759,81406,82013,82590,83737
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,115979230546.565,117189920211.61,132339311284.428,130706147870.747,121069378150.196,126864966908.939,135445033199.465,142462925574.348,153966916311.325,178706717752.732,215840354626.533,207419370241.335,233609522091.468,261628548084.179,257296579579.346,292489185194.417,308416982140.362,317744784695.1
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,19423.753231714,19133.0481978138,21042.9816003225,20299.1377342362,18427.607024383,18964.2236436521,19892.0595093941,20557.124078202,21827.8231724236,24889.1683615454,29531.5721632187,27709.1175378506,30642.9406174863,33689.8385335933,32525.9565867323,36291.2321104804,37539.9518166878,37180.5271115258
Israel,ISR,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,38.9,..,..,..,41.7,..,41,..,..,42.5,..,41.4,..,..,41.4
Israel,ISR,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.3070699456663,13.4361219052622,20.8737899981674,17.3786238639049,17.7645990630493,19.5933936579649,22.7704855254035,25.1940424216829,27.8810744577346,48.1280621948445,59.39,63.12,67.5,68.8738779907441,70.8,70.250311945,75.0177531628076,79.6531241815281
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.1487804878049,78.6585365853659,78.9536585365854,79.4073170731707,79.4512195121951,79.6487804878049,80.1463414634146,80.1512195121951,80.5536585365854,80.5048780487805,80.9512195121951,81.4048780487805,81.6024390243903,81.6560975609756,81.7048780487805,82.0560975609756,82.1536585365854,82.4073170731707
Israel,ISR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.1,5.9,5.6,5.4,5.2,4.9,4.7,4.5,4.3,4.1,3.9,3.8,3.7,3.5,3.3,3.3,3.1,2.9
Israel,ISR,"Population, total",SP.POP.TOTL,5971000,6125000,6289000,6439000,6570000,6689700,6809000,6930100,7053700,7180100,7308800,7485600,7623600,7765800,7910500,8059500,8215700,8546000
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1266309245009.48,1248563179203.07,1141759996314.72,1162317852348.99,1266510634293.24,1569649661399.55,1798314750434.57,1852661982340.5,1942633797516,2203053380782.92,2390729163615.06,2185160183384.27,2125058244242.92,2276292404600.52,2072823157059.76,2130491320658.68,2151732868243.21,1859383610248.72
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,22252.358086231,21936.8231293509,20051.2421548342,20400.8111115225,22196.5067547222,27387.2263150177,31174.561087858,31959.2629518749,33410.7474398337,37698.7866483976,40640.1838581691,36976.8455340664,35849.3731979401,38334.6838499718,34814.1251168487,35370.2752583755,35396.6657242265,30668.9814289997
Italy,ITA,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,34.9,34.3,33.8,33.7,32.9,33.8,33.8,34.7,35.1,35.2,34.9,34.7,34.7
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,4.5585195653676,14.378410192862,23.1108742441037,27.2221169788811,28.04,29.04,33.24,35,37.99,40.79,44.53,48.83,53.68,54.3899983018814,55.829997993283,58.4593,55.6384602242293,61.3242527666303
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.9756097560976,79.4243902439024,79.7780487804878,80.1268292682927,80.2292682926829,79.9829268292683,80.7804878048781,80.7829268292683,81.2829268292683,81.4341463414634,81.4853658536586,81.6365853658537,82.0365853658537,82.1878048780488,82.2390243902439,82.690243902439,83.090243902439,82.5439024390244
Italy,ITA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,98.416618347168,..,..,..,..,..,..,..,..,..,98.8482818603516,..,..,..,98.8482818603516
Italy,ITA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.3,5,4.8,4.5,4.3,4.1,3.9,3.8,3.6,3.6,3.5,3.5,3.4,3.3,3.2,3.1,3,2.8
Italy,ITA,"Population, total",SP.POP.TOTL,56906744,56916317,56942108,56974100,57059007,57313203,57685327,57969484,58143979,58438310,58826731,59095365,59277417,59379449,59539717,60233948,60789140,60627498
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,8718300136.42565,8795765306.12245,8929375580.31569,9087918836.80556,9694161516.27524,9399452787.8474,10150978154.5484,11204416000,11905525197.3285,12824094989.8639,13678606692.2655,12038829246.2425,13191645685.5116,14439910353.0576,14800165406.7733,14274983015.9485,13897723431.3942,14056908749.3505
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,3338.59627406858,3338.20084016,3360.87040221693,3394.80070750757,3596.49628160803,3465.22199830615,3719.97350994545,4082.24076237861,4313.16008176292,4620.51791279229,4902.51203792002,4293.32282231494,4682.52124815387,5103.35609703138,5209.5061889556,5005.59224938734,4855.80048104555,4878.57579137263
Jamaica,JAM,GINI index (World Bank estimate),SI.POV.GINI,..,44.1,..,..,48.3,..,45.5,..,..,..,..,..,..,..,..,..,..,45.5
Jamaica,JAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.97872631761407,2.35568855598647,3.11577802729967,3.8630203874764,6.1,7.8,10,12.8,16.4,21.1,23.6,24.3,27.67,37.438613414848,33.79,37.1,40.4027351046672,45
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.116,72.205,72.327,72.487,72.683,72.911,73.167,73.446,73.739,74.038,74.334,74.619,74.883,75.122,75.334,75.523,75.689,75.97
Jamaica,JAM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,79.9201202392578,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.9201202392578
Jamaica,JAM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,19.9,19.3,18.8,18.3,17.9,17.5,17.2,17,16.8,16.5,16.2,15.9,15.6,15.2,14.8,14.4,14,13.2
Jamaica,JAM,"Population, total",SP.POP.TOTL,2611367,2634882,2656864,2677011,2695446,2712511,2728777,2744673,2760279,2775467,2790122,2804082,2817210,2829493,2840992,2851807,2862087,2881355
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,4032509760872.94,4562078822335.45,4887519660744.86,4303544259842.72,4115116279069.77,4445658071221.86,4815148854362.11,4755410630912.14,4530377224970.4,4515264514430.57,5037908465114.48,5231382674593.7,5700098114744.41,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4949273341993.88
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,31902.7670955137,36026.5560750168,38532.0408752935,33846.4656414342,32289.3505360726,34808.3909176613,37688.7223359406,37217.648727917,35433.988963743,35275.2284312667,39339.2975731826,40855.1756354596,44507.6763859172,48167.9972684965,48603.4766497749,40454.4474578903,38109.4121125573,38972.3406391468
Japan,JPN,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,32.1,..,..,..,..,..,..,32.1
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,13.4140408820215,21.391290312434,29.9907403589142,38.5320608612719,46.5942011179917,48.4352658899653,62.3939296327259,66.9210661042901,68.6852703213795,74.3,75.4,78,78.21,79.0541135244739,79.4964,88.219428911,89.1068330166075,93.1827212821617
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.5014634146342,80.5707317073171,81.0760975609756,81.4170731707317,81.5634146341463,81.76,82.030243902439,81.9251219512195,82.3219512195122,82.5070731707317,82.5875609756098,82.9314634146342,82.8426829268293,82.5912195121951,83.0960975609756,83.3319512195122,83.5878048780488,83.9848780487805
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.6,3.4,3.3,3.1,3,2.9,2.9,2.7,2.7,2.6,2.5,2.4,2.4,2.4,2.2,2.1,2,2
Japan,JPN,"Population, total",SP.POP.TOTL,126400000,126631000,126843000,127149000,127445000,127718000,127761000,127773000,127854000,128001000,128063000,128047000,128070000,127833000,127629000,127445000,127276000,126994511
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,7912327362.48237,8149106064.88011,8460424400.56418,8975689844.8519,9582453032.44006,10195660789.8449,11411390409.0268,12588665303.244,15056929760.2257,17110587447.1086,21972004086.2336,23820230000,26425379436.6197,28840263380.2817,30937277605.6338,33593843661.9718,35826925774.6479,38654727746.4789
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,1605.61458128359,1624.97910025309,1657.88925631214,1728.26050900954,1812.28837444928,1889.21396186775,2061.45688205636,2203.0837873545,2537.30048980654,2762.80635412481,3385.60966483112,3492.13090643818,3679.19027463278,3807.32414491854,3870.75321121669,3992.86710705268,4066.94077543088,4087.9375167203
Jordan,JOR,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,37,..,..,..,33.9,..,32.6,..,33.7,..,..,..,..,33.7
Jordan,JOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.30588826426973,2.52696535256747,2.62327542156362,4.70571958094159,6.02553241191204,8.46600501623938,11.6587413706379,12.9328520457507,13.8671087882097,20,23,26,27.2,34.9,37,41.4,46.2,62.3021925670712
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.386,71.556,71.73,71.907,72.083,72.256,72.427,72.594,72.76,72.924,73.087,73.25,73.412,73.571,73.729,73.883,74.034,74.329
Jordan,JOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,89.8923187255859,..,91.1307525634766,..,92.199577331543,..,..,92.5510406494141,95.9044494628906,97.8903198242188,..,..,97.8903198242188
Jordan,JOR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,24.5,23.9,23.4,22.8,22.3,21.7,21.1,20.6,20.1,19.5,19,18.5,18,17.5,17,16.5,16,15.1
Jordan,JOR,"Population, total",SP.POP.TOTL,4927912,5014899,5103130,5193482,5287488,5396774,5535595,5714111,5934232,6193191,6489822,6821116,7182390,7574943,7992573,8413464,8809306,9455802
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,22135245413.2312,16870817134.7767,18291990619.137,22152694161.8882,24636593223.3467,30833699702.7594,43151647002.6096,57123671733.8953,81003884545.4098,104849886825.584,133441612246.798,115308661142.927,148047348240.643,192626507971.584,207998568865.789,236634552078.102,221415572819.5,137278320084.171
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1468.701798334,1130.11359233563,1229.00095844501,1490.92708987166,1658.03078544636,2068.12411808473,2874.28829127649,3771.27895733845,5291.57565018652,6771.41479681885,8513.56464506814,7165.27704969646,9070.64997199985,11634.4242158163,12387.1898225308,13890.8560077898,12806.5651078094,7714.69356810299
Kazakhstan,KAZ,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,36,34.9,33.8,32,39.9,30.3,30.1,28.5,28.2,28,28,28.1,27.1,27,26.9
Kazakhstan,KAZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.13106960398892,0.464277217538881,0.668594402621264,1.00612421099739,1.67477099516366,2.00041475265872,2.6503946570164,2.96170749150089,3.26836905115978,4.02,11,18.2,31.6,50.6,61.9066274652008,63.30422443,66,74.5877264735738
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.5609756097561,65.519512195122,65.5170731707317,65.7682926829268,65.9682926829268,65.8658536585366,65.8878048780488,65.909756097561,66.1609756097561,66.5048780487805,67.0219512195122,68.4292682926829,68.2953658536585,68.98,69.61,70.45,71.62,72.3
Kazakhstan,KAZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,99.5126571655273,..,..,..,..,..,..,..,..,..,99.7324066162109,99.7816314697266,..,..,..,..,99.7816314697266
Kazakhstan,KAZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,40.7,38.9,37.1,35.2,33.4,31.6,29.9,28.2,26.5,24.8,22.9,21,19.1,17.3,15.5,13.9,12.5,10.1
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,15071300,14928426,14883626,14858335,14858948,14909018,15012985,15147029,15308084,15484192,15674000,16092701,16321581,16556600,16791425,17035275,17289224,17794397
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,14093998843.7334,12896013576.7324,12705357103.0056,12986007425.8781,13147743910.7241,14904517649.8476,16095337093.8366,18737897744.7948,25825524820.8064,31958195182.2406,35895153327.8497,37021512048.8158,39999659233.7555,41953433591.4101,50412754821.9795,55097343447.5616,61445345999.0765,70529014778.3251
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,473.432721195145,421.432884571152,403.979713221115,401.77636117917,395.849351119404,436.687535659748,458.884355149169,519.799934598691,697.006638520849,839.108111670398,916.899251500998,920.081625174945,967.340077341325,987.445396712381,1155.02058181812,1229.11479786504,1335.06458006543,1455.35976536469
Kenya,KEN,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,48.5,..,..,..,..,..,..,..,..,..,48.5
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0502613876974799,0.114256028237822,0.318059713612037,0.619782266151425,1.20777388492125,2.94190286101524,3.02352804209621,3.10189770248496,3.6,4.4,5.2,6.1,7.2,8.8,10.5,13,16.5,26
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.106,51.805,51.751,52.004,52.565,53.413,54.513,55.819,57.271,58.784,60.275,61.68,62.936,64.008,64.907,65.651,66.242,67.032
Kenya,KEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,82.2290802001953,..,..,..,..,..,..,72.1570281982422,..,..,..,..,..,..,78.733039855957,78.733039855957
Kenya,KEN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,65.5,64.3,62.8,61,59,56.8,54.4,51.8,49.5,47.5,44.9,43.6,42.5,41.3,40.6,39.6,38.2,35.6
Kenya,KEN,"Population, total",SP.POP.TOTL,29769803,30600397,31450483,32321482,33214009,34130852,35074931,36048288,37052050,38085909,39148416,40237204,41350152,42486839,43646629,44826849,46024250,48461567
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,65334841.0604347,69032258.0645161,67254174.3970315,63101272.3699183,72196457.6768445,90231856.8000519,102367039.270481,112133944.253532,108545632.53012,130754915.906619,139125482.301627,130465372.016846,153275912.676573,177142135.121196,188045661.627666,187153601.08129,178869341.205462,181551484.895269
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,801.16298050809,832.054794307501,796.793763441361,734.949246079786,826.585504011134,1015.03860509648,1130.60280610635,1214.55666670492,1151.55561776067,1357.63221134262,1413.30233951267,1297.28514057002,1493.16051003948,1692.61327703329,1763.81549743152,1724.36173659455,1619.34256645477,1587.05786874662
Kiribati,KIR,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,37,..,..,..,..,..,..,..,..,37
Kiribati,KIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.616545618210291,1.21157783781819,1.78522547397736,2.33745894837722,2.5,3,3.5,4,4.5,6,7,8.97,9.07,10,10.7467976841839,11.5,12.25,13.7
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.469,63.745,64.001,64.231,64.43,64.599,64.74,64.859,64.961,65.054,65.146,65.244,65.354,65.481,65.623,65.78,65.949,66.317
Kiribati,KIR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,56.2,54.7,53.3,52,50.9,50.1,49.6,49.4,49.4,49.3,49.2,48.8,48.2,47.3,46.5,45.6,44.6,42.4
Kiribati,KIR,"Population, total",SP.POP.TOTL,81550,82966,84406,85858,87343,88895,90542,92325,94260,96311,98440,100568,102652,104656,106613,108535,110458,114395
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0
"Korea, Dem. People’s Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.493,64.684,65.268,66.087,66.925,67.615,68.102,68.389,68.54,68.676,68.886,69.187,69.572,70.011,70.448,70.842,71.179,71.685
"Korea, Dem. People’s Rep.",PRK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,99.9981918334961,..,..,..,..,..,..,99.9981918334961
"Korea, Dem. People’s Rep.",PRK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,53.1,49.4,44.5,39.1,34.2,30.4,27.8,26.4,26,25.7,25.2,24.4,23.1,21.5,19.8,18.3,17,15.1
"Korea, Dem. People’s Rep.",PRK,"Population, total",SP.POP.TOTL,22537336,22731985,22929075,23131810,23336681,23538540,23729498,23904167,24061097,24203289,24335146,24463021,24591599,24722298,24854034,24985976,25116363,25368620
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,374241351752.483,485248229336.653,561633125839.994,533052076313.527,609020054512.465,680520724062.403,764880644710.649,898137194716.188,1011797457138.5,1122679154632.41,1002219052967.54,901934953364.711,1094499338702.72,1202463682633.85,1222807284485.31,1305604981271.91,1411333926201.24,1411245589976.63
